01_kjw	 kjw
started at 08-May-2019 11:38:18
------------
scan:1	 blk:1	 trial:1	 onset:0.1088	 plan:0.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0
scan:1	 blk:10	 trial:112	 onset:192.1139	 plan:192.0000	 recorded:0	 xUpCate:2	 xCatch:1	 response:1	 rt:0.3530	 accuracy:1

scan:1	 blk:10	 trial:113	 onset:193.1145	 plan:193.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:114	 onset:194.1141	 plan:194.0000	 recorded:0	 xUpCate:2	 xCatch:1	 response:1	 rt:0.4365	 accuracy:1

scan:1	 blk:10	 trial:115	 onset:195.1145	 plan:195.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:116	 onset:196.1129	 plan:196.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:117	 onset:197.1120	 plan:197.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:118	 onset:198.1120	 plan:198.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:119	 onset:199.1114	 plan:199.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:120	 onset:200.1102	 plan:200.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:121	 onset:210.0162	 plan:210.0000	 recorded:1	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:122	 onset:211.1140	 plan:211.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:123	 onset:212.1130	 plan:212.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:124	 onset:213.1121	 plan:213.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:125	 onset:214.1113	 plan:214.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:126	 onset:215.1105	 plan:215.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:127	 onset:216.1092	 plan:216.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:128	 onset:217.1084	 plan:217.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:129	 onset:218.1082	 plan:218.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:130	 onset:219.1078	 plan:219.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:131	 onset:220.1172	 plan:220.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:132	 onset:221.1167	 plan:221.0000	 recorded:0	 xUpCate:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:133	 onset:231.0152	 plan:231.0000	 recorded:1	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:134	 onset:232.1085	 plan:232.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:135	 onset:233.1079	 plan:233.0000	 recorded:0	 xUpCate:1	 xCatch:1	 response:1	 rt:0.3963	 accuracy:1

scan:1	 blk:12	 trial:136	 onset:234.1069	 plan:234.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:137	 onset:235.1070	 plan:235.0000	 recorded:0	 xUpCate:1	 xCatch:1	 response:1	 rt:0.4141	 accuracy:1

scan:1	 blk:12	 trial:138	 onset:236.1057	 plan:236.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:139	 onset:237.1048	 plan:237.0000	 recorded:0	 xUpCate:1	 xCatch:1	 response:1	 rt:0.4170	 accuracy:1

scan:1	 blk:12	 trial:140	 onset:238.1163	 plan:238.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:141	 onset:239.1151	 plan:239.0000	 recorded:0	 xUpCate:1	 xCatch:1	 response:1	 rt:0.6571	 accuracy:1

scan:1	 blk:12	 trial:142	 onset:240.1146	 plan:240.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:143	 onset:241.1138	 plan:241.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:144	 onset:242.1128	 plan:242.0000	 recorded:0	 xUpCate:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

Ended at 08-May-2019 11:42:39
------------

