01_kjw	 kjw
started at 08-May-2019 10:32:51
------------
scan:1	 blk:1	 trial:1	 onset:0.1115	 plan:0.0000	 recorded:0	 xUpCond:3	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0
scan:1	 blk:2	 trial:16	 onset:31.5040	 plan:31.5000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:1	 response:1	 rt:0.4490	 accuracy:1

scan:1	 blk:2	 trial:17	 onset:33.0083	 plan:33.0000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:18	 onset:34.5016	 plan:34.5000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:19	 onset:36.0058	 plan:36.0000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:20	 onset:37.5116	 plan:37.5000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:1	 response:1	 rt:0.3692	 accuracy:1

scan:1	 blk:2	 trial:21	 onset:39.0040	 plan:39.0000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:22	 onset:40.5092	 plan:40.5000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:23	 onset:41.9992	 plan:42.0000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:2	 trial:24	 onset:43.4993	 plan:43.5000	 recorded:1	 xUpCond:1	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:25	 onset:54.0156	 plan:54.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:26	 onset:55.5089	 plan:55.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:27	 onset:57.0142	 plan:57.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:28	 onset:58.5070	 plan:58.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:29	 onset:60.0123	 plan:60.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:30	 onset:61.5166	 plan:61.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:31	 onset:63.0015	 plan:63.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:1	 response:1	 rt:0.3596	 accuracy:1

scan:1	 blk:3	 trial:32	 onset:64.5022	 plan:64.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:33	 onset:66.0072	 plan:66.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:34	 onset:67.5024	 plan:67.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:1	 response:1	 rt:0.4186	 accuracy:1

scan:1	 blk:3	 trial:35	 onset:69.0043	 plan:69.0000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:3	 trial:36	 onset:70.5026	 plan:70.5000	 recorded:1	 xUpCond:1	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:37	 onset:81.0070	 plan:81.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:38	 onset:82.5002	 plan:82.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:39	 onset:84.0045	 plan:84.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:1	 response:1	 rt:0.7014	 accuracy:1

scan:1	 blk:4	 trial:40	 onset:85.5043	 plan:85.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:41	 onset:87.0144	 plan:87.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:42	 onset:88.5073	 plan:88.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:43	 onset:90.0045	 plan:90.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:44	 onset:91.5051	 plan:91.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:45	 onset:93.0046	 plan:93.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:46	 onset:94.5055	 plan:94.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:47	 onset:96.0050	 plan:96.0000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:4	 trial:48	 onset:97.5004	 plan:97.5000	 recorded:1	 xUpCond:1	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:49	 onset:108.0071	 plan:108.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:50	 onset:109.5073	 plan:109.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:51	 onset:111.0077	 plan:111.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:52	 onset:112.5002	 plan:112.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:53	 onset:114.0048	 plan:114.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:54	 onset:115.5081	 plan:115.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:55	 onset:117.0026	 plan:117.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:56	 onset:118.5082	 plan:118.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:57	 onset:120.0080	 plan:120.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:58	 onset:121.5061	 plan:121.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:59	 onset:123.0089	 plan:123.0000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:5	 trial:60	 onset:124.5029	 plan:124.5000	 recorded:1	 xUpCond:3	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:61	 onset:135.0108	 plan:135.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:1	 response:1	 rt:0.7332	 accuracy:1

scan:1	 blk:6	 trial:62	 onset:136.5061	 plan:136.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:63	 onset:138.0103	 plan:138.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:64	 onset:139.5112	 plan:139.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:1	 response:1	 rt:0.4087	 accuracy:1

scan:1	 blk:6	 trial:65	 onset:141.0077	 plan:141.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:66	 onset:142.5103	 plan:142.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:67	 onset:144.0116	 plan:144.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:68	 onset:145.5108	 plan:145.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:1	 response:1	 rt:0.4410	 accuracy:1

scan:1	 blk:6	 trial:69	 onset:147.0114	 plan:147.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:70	 onset:148.5077	 plan:148.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:6	 trial:71	 onset:150.0120	 plan:150.0000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:1	 response:1	 rt:0.3872	 accuracy:1

scan:1	 blk:6	 trial:72	 onset:151.5057	 plan:151.5000	 recorded:1	 xUpCond:2	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:73	 onset:162.0127	 plan:162.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:74	 onset:163.5136	 plan:163.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:75	 onset:165.0132	 plan:165.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:76	 onset:166.5133	 plan:166.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:77	 onset:168.0112	 plan:168.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:1	 response:1	 rt:0.4533	 accuracy:1

scan:1	 blk:7	 trial:78	 onset:169.5144	 plan:169.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:79	 onset:171.0088	 plan:171.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:80	 onset:172.5136	 plan:172.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:81	 onset:174.0069	 plan:174.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:82	 onset:175.5101	 plan:175.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:7	 trial:83	 onset:177.0042	 plan:177.0000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:1	 response:1	 rt:0.4996	 accuracy:1

scan:1	 blk:7	 trial:84	 onset:178.5089	 plan:178.5000	 recorded:1	 xUpCond:2	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:85	 onset:189.0072	 plan:189.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:1	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:86	 onset:190.5111	 plan:190.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:87	 onset:192.0162	 plan:192.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:88	 onset:193.5090	 plan:193.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:1	 response:1	 rt:0.4026	 accuracy:1

scan:1	 blk:8	 trial:89	 onset:195.0139	 plan:195.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:90	 onset:196.5166	 plan:196.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:1	 response:1	 rt:0.3901	 accuracy:1

scan:1	 blk:8	 trial:91	 onset:198.0113	 plan:198.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:92	 onset:199.5159	 plan:199.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:1	 response:1	 rt:0.4308	 accuracy:1

scan:1	 blk:8	 trial:93	 onset:201.0094	 plan:201.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:94	 onset:202.5135	 plan:202.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:95	 onset:204.0064	 plan:204.0000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:8	 trial:96	 onset:205.4993	 plan:205.5000	 recorded:1	 xUpCond:3	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:97	 onset:216.0095	 plan:216.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:98	 onset:217.5142	 plan:217.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:99	 onset:219.0073	 plan:219.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:1	 response:1	 rt:0.6352	 accuracy:1

scan:1	 blk:9	 trial:100	 onset:220.5114	 plan:220.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:101	 onset:222.0169	 plan:222.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:1	 response:1	 rt:0.4884	 accuracy:1

scan:1	 blk:9	 trial:102	 onset:223.5202	 plan:223.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:103	 onset:225.0144	 plan:225.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:104	 onset:226.5191	 plan:226.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:105	 onset:228.0120	 plan:228.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:106	 onset:229.5166	 plan:229.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:107	 onset:231.0045	 plan:231.0000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:9	 trial:108	 onset:232.5146	 plan:232.5000	 recorded:1	 xUpCond:1	 xLoCond:2	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:109	 onset:243.0055	 plan:243.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:110	 onset:244.5166	 plan:244.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:111	 onset:246.0059	 plan:246.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:1	 response:1	 rt:0.4020	 accuracy:1

scan:1	 blk:10	 trial:112	 onset:247.5144	 plan:247.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:113	 onset:249.0058	 plan:249.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:1	 response:1	 rt:0.5313	 accuracy:1

scan:1	 blk:10	 trial:114	 onset:250.5119	 plan:250.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:115	 onset:252.0161	 plan:252.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:116	 onset:253.5220	 plan:253.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:117	 onset:255.0071	 plan:255.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:118	 onset:256.5197	 plan:256.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:1	 response:1	 rt:0.5386	 accuracy:1

scan:1	 blk:10	 trial:119	 onset:258.0072	 plan:258.0000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:10	 trial:120	 onset:259.5170	 plan:259.5000	 recorded:1	 xUpCond:2	 xLoCond:1	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:121	 onset:270.0087	 plan:270.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:122	 onset:271.5190	 plan:271.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:123	 onset:273.0241	 plan:273.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:124	 onset:274.5165	 plan:274.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:125	 onset:276.0226	 plan:276.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:126	 onset:277.5096	 plan:277.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:1	 response:1	 rt:0.3773	 accuracy:1

scan:1	 blk:11	 trial:127	 onset:279.0199	 plan:279.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:128	 onset:280.5098	 plan:280.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:129	 onset:282.0056	 plan:282.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:130	 onset:283.5219	 plan:283.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:1	 response:1	 rt:0.4141	 accuracy:1

scan:1	 blk:11	 trial:131	 onset:285.0098	 plan:285.0000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:11	 trial:132	 onset:286.5076	 plan:286.5000	 recorded:1	 xUpCond:2	 xLoCond:4	 xCatch:1	 response:1	 rt:0.4991	 accuracy:1

scan:1	 blk:12	 trial:133	 onset:297.0182	 plan:297.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:134	 onset:298.5123	 plan:298.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:135	 onset:300.0272	 plan:300.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:136	 onset:301.5125	 plan:301.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:137	 onset:303.0131	 plan:303.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:138	 onset:304.5122	 plan:304.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:139	 onset:306.0228	 plan:306.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:1	 response:1	 rt:0.4658	 accuracy:1

scan:1	 blk:12	 trial:140	 onset:307.5275	 plan:307.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:141	 onset:309.0199	 plan:309.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:142	 onset:310.5123	 plan:310.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:143	 onset:312.0134	 plan:312.0000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:0	 response:NaN	 rt:0.0000	 accuracy:0

scan:1	 blk:12	 trial:144	 onset:313.5101	 plan:313.5000	 recorded:1	 xUpCond:3	 xLoCond:3	 xCatch:1	 response:1	 rt:0.4256	 accuracy:1

Ended at 08-May-2019 10:38:25
------------

