01_kjw	 kjw
started at 08-May-2019 11:15:06
------------
scan:2	 blk:1	 xUpCate:2	 trial:1	 onset:0.1110	 plan:0.0000	 recorded:0	 xQuad:3	 xCatch:0	 xImgID:114	 response:NaN	 rt:0.0000	 accuracy:0
scan:2	 blk:3	 xUpCate:2	 trial:30	 onset:61.5120	 plan:61.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:94	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:31	 onset:63.0050	 plan:63.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:57	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:32	 onset:64.5176	 plan:64.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:129	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:33	 onset:66.0151	 plan:66.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:66	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:34	 onset:67.5022	 plan:67.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:64	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:35	 onset:69.0131	 plan:69.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:60	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:3	 xUpCate:2	 trial:36	 onset:70.5175	 plan:70.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:23	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:37	 onset:81.0154	 plan:81.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:28	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:38	 onset:82.5198	 plan:82.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:74	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:39	 onset:84.0128	 plan:84.0000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:74	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:40	 onset:85.5175	 plan:85.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:95	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:41	 onset:87.0109	 plan:87.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:14	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:42	 onset:88.5151	 plan:88.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:133	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:43	 onset:90.0078	 plan:90.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:125	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:44	 onset:91.5129	 plan:91.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:70	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:45	 onset:93.0178	 plan:93.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:103	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:46	 onset:94.5111	 plan:94.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:82	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:47	 onset:96.0046	 plan:96.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:15	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:4	 xUpCate:2	 trial:48	 onset:97.5084	 plan:97.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:56	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:49	 onset:108.0064	 plan:108.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:61	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:50	 onset:109.5109	 plan:109.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:76	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:51	 onset:111.0072	 plan:111.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:84	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:52	 onset:112.5202	 plan:112.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:19	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:53	 onset:114.0072	 plan:114.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:18	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:54	 onset:115.5182	 plan:115.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:6	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:55	 onset:117.0076	 plan:117.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:86	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:56	 onset:118.5158	 plan:118.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:42	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:57	 onset:120.0080	 plan:120.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:24	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:58	 onset:121.5137	 plan:121.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:135	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:59	 onset:123.0184	 plan:123.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:32	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:5	 xUpCate:2	 trial:60	 onset:124.5075	 plan:124.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:51	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:61	 onset:135.0085	 plan:135.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:100	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:62	 onset:136.5137	 plan:136.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:38	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:63	 onset:138.0059	 plan:138.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:27	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:64	 onset:139.5103	 plan:139.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:8	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:65	 onset:141.0105	 plan:141.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:52	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:66	 onset:142.5208	 plan:142.5000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:52	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:67	 onset:144.0257	 plan:144.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:131	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:68	 onset:145.5106	 plan:145.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:49	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:69	 onset:147.0108	 plan:147.0000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:49	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:70	 onset:148.5114	 plan:148.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:85	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:71	 onset:150.0092	 plan:150.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:130	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:6	 xUpCate:2	 trial:72	 onset:151.5116	 plan:151.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:31	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:73	 onset:162.0118	 plan:162.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:11	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:74	 onset:163.5127	 plan:163.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:10	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:75	 onset:165.0217	 plan:165.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:30	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:76	 onset:166.5124	 plan:166.5000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:30	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:77	 onset:168.0181	 plan:168.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:13	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:78	 onset:169.5112	 plan:169.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:122	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:79	 onset:171.0138	 plan:171.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:58	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:80	 onset:172.5132	 plan:172.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:113	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:81	 onset:174.0137	 plan:174.0000	 recorded:1	 xQuad:1	 xCatch:1	 xImgID:113	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:82	 onset:175.5137	 plan:175.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:127	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:83	 onset:177.0140	 plan:177.0000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:141	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:7	 xUpCate:2	 trial:84	 onset:178.5146	 plan:178.5000	 recorded:1	 xQuad:1	 xCatch:0	 xImgID:50	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:85	 onset:189.0265	 plan:189.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:20	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:86	 onset:190.5156	 plan:190.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:98	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:87	 onset:192.0119	 plan:192.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:121	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:88	 onset:193.5159	 plan:193.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:2	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:89	 onset:195.0092	 plan:195.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:137	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:90	 onset:196.5140	 plan:196.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:116	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:91	 onset:198.0161	 plan:198.0000	 recorded:1	 xQuad:2	 xCatch:1	 xImgID:116	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:92	 onset:199.5124	 plan:199.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:128	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:93	 onset:201.0161	 plan:201.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:67	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:94	 onset:202.5171	 plan:202.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:33	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:95	 onset:204.0024	 plan:204.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:53	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:8	 xUpCate:2	 trial:96	 onset:205.5178	 plan:205.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:90	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:97	 onset:216.0049	 plan:216.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:83	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:98	 onset:217.5195	 plan:217.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:59	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:99	 onset:219.0182	 plan:219.0000	 recorded:1	 xQuad:4	 xCatch:1	 xImgID:59	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:100	 onset:220.5193	 plan:220.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:97	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:101	 onset:222.0190	 plan:222.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:69	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:102	 onset:223.5176	 plan:223.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:5	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:103	 onset:225.0204	 plan:225.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:80	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:104	 onset:226.5147	 plan:226.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:136	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:105	 onset:228.0189	 plan:228.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:34	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:106	 onset:229.5127	 plan:229.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:138	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:107	 onset:231.0173	 plan:231.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:77	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:9	 xUpCate:2	 trial:108	 onset:232.5095	 plan:232.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:73	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:109	 onset:243.0205	 plan:243.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:17	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:110	 onset:244.5132	 plan:244.5000	 recorded:1	 xQuad:4	 xCatch:1	 xImgID:17	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:111	 onset:246.0177	 plan:246.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:81	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:112	 onset:247.5223	 plan:247.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:109	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:113	 onset:249.0221	 plan:249.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:124	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:114	 onset:250.5202	 plan:250.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:107	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:115	 onset:252.0230	 plan:252.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:117	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:116	 onset:253.5180	 plan:253.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:123	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:117	 onset:255.0226	 plan:255.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:93	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:118	 onset:256.5153	 plan:256.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:65	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:119	 onset:258.0202	 plan:258.0000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:96	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:10	 xUpCate:2	 trial:120	 onset:259.5237	 plan:259.5000	 recorded:1	 xQuad:4	 xCatch:0	 xImgID:91	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:121	 onset:270.0224	 plan:270.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:3	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:122	 onset:271.5151	 plan:271.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:22	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:123	 onset:273.0203	 plan:273.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:143	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:124	 onset:274.5134	 plan:274.5000	 recorded:1	 xQuad:3	 xCatch:1	 xImgID:143	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:125	 onset:276.0176	 plan:276.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:1	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:126	 onset:277.5099	 plan:277.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:88	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:127	 onset:279.0150	 plan:279.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:62	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:128	 onset:280.5202	 plan:280.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:68	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:129	 onset:282.0251	 plan:282.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:45	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:130	 onset:283.5175	 plan:283.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:29	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:131	 onset:285.0104	 plan:285.0000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:108	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:11	 xUpCate:2	 trial:132	 onset:286.5092	 plan:286.5000	 recorded:1	 xQuad:3	 xCatch:0	 xImgID:134	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:133	 onset:297.0258	 plan:297.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:21	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:134	 onset:298.5180	 plan:298.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:106	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:135	 onset:300.0233	 plan:300.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:63	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:136	 onset:301.5279	 plan:301.5000	 recorded:1	 xQuad:2	 xCatch:1	 xImgID:63	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:137	 onset:303.0203	 plan:303.0000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:7	 response:NaN	 rt:0.0000	 accuracy:0

scan:2	 blk:12	 xUpCate:2	 trial:138	 onset:304.5253	 plan:304.5000	 recorded:1	 xQuad:2	 xCatch:0	 xImgID:78	 response:NaN	 rt:0.0000	 accuracy:0

